,LBD,WHA,IWD,GBH,WHH,GBA,B365H,BWD,B365AH,B365<2.5,LBH,LBAHH,BWH,BWA,B365D,SBD,SBH,WHD,GB>2.5,B365>2.5,IWA,LBAHA,LBA,SBA,GB<2.5,GBAHH,B365AHA,GBD,LBAH,GBAH,IWH,GBAHA,B365A,B365AHH,HomeTeam,AwayTeam,idGame
195,3.5,5.5,3.5,1.53,1.53,6.75,1.53,3.55,-1.0,1.95,1.53,2.02,1.5,6.5,3.75,3.6,1.53,3.5,1.79,1.85,4.8,1.82,5.5,6.5,1.9,2.0,2.15,3.6,-1.25,-1.25,1.55,1.8,6.5,1.75,Man City,West Brom,Man City_West Brom_2004
196,3.4,6.5,3.8,1.5,1.44,7.0,1.5,3.6,-1.0,1.95,1.5,1.74,1.45,7.5,3.75,3.75,1.5,3.6,1.79,1.85,5.4,2.1,6.0,7.0,1.9,2.02,2.125,3.7,-1.0,-1.25,1.45,1.72,7.0,1.775,Middlesbrough,Norwich,Middlesbrough_Norwich_2004
197,3.6,1.5,3.4,6.75,6.0,1.55,6.5,3.45,1.0,1.95,6.5,1.88,6.0,1.55,3.75,3.6,6.5,3.4,1.9,1.85,1.6,1.96,1.44,1.53,1.79,1.9,2.0,3.5,1.0,1.0,4.6,1.9,1.53,1.9,Portsmouth,Chelsea,Portsmouth_Chelsea_2004
198,3.5,5.5,3.3,1.55,1.53,6.75,1.57,3.7,-1.0,1.95,1.57,1.86,1.45,6.75,3.5,3.6,1.53,3.5,1.79,1.85,4.4,1.98,5.0,6.5,1.9,1.8,2.05,3.5,-1.0,-1.0,1.65,2.0,6.5,1.85,Tottenham,Crystal Palace,Tottenham_Crystal Palace_2004
199,3.4,1.8,3.1,4.0,3.75,1.9,3.75,3.2,0.5,2.0,3.5,1.96,4.3,1.8,3.5,3.4,3.75,3.3,1.79,1.8,1.9,1.88,1.83,1.91,1.9,1.81,1.95,3.3,0.5,0.5,3.5,1.9,1.9,1.95,Newcastle,Arsenal,Newcastle_Arsenal_2004
200,3.2,3.75,3.1,1.8,1.8,4.33,1.9,3.2,-0.5,1.61,1.8,1.98,1.75,4.6,3.1,3.3,1.8,3.3,2.05,2.2,3.2,1.86,4.0,4.5,1.65,1.8,1.875,3.4,-0.5,-0.5,2.0,1.9,4.33,2.025,Aston Villa,Blackburn,Aston Villa_Blackburn_2004
201,3.2,5.0,3.2,1.65,1.61,5.25,1.66,3.5,-0.75,1.75,1.73,2.02,1.55,5.75,3.4,3.4,1.67,3.3,1.9,2.05,4.2,1.82,4.33,5.5,1.79,1.8,2.1,3.5,-1.0,-0.75,1.7,2.0,5.5,1.8,Bolton,West Brom,Bolton_West Brom_2004
202,3.4,1.57,3.4,6.0,5.5,1.6,6.0,3.7,1.0,1.95,6.0,1.76,7.0,1.45,3.4,3.6,6.0,3.3,1.75,1.85,1.6,2.08,1.5,1.57,1.95,1.8,2.1,3.5,1.0,1.0,4.6,2.0,1.61,1.8,Charlton,Arsenal,Charlton_Arsenal_2004
203,3.2,3.5,3.1,1.9,1.9,4.0,2.0,3.2,-0.5,1.75,1.91,1.96,1.85,4.0,3.2,3.25,1.91,3.2,1.95,2.05,3.5,1.88,3.5,4.0,1.75,1.9,1.9,3.3,-0.5,-0.5,1.9,1.81,3.75,2.0,Fulham,Crystal Palace,Fulham_Crystal Palace_2004
204,3.2,2.2,3.0,2.95,2.8,2.3,3.1,3.1,0.25,1.66,2.75,1.84,3.1,2.2,3.2,3.25,3.1,3.2,2.15,2.15,2.2,2.0,2.25,2.2,1.6,1.85,2.025,3.25,0.25,0.25,2.9,1.95,2.25,1.875,Liverpool,Chelsea,Liverpool_Chelsea_2004
205,3.25,4.33,3.2,1.73,1.7,4.8,1.72,3.25,-0.75,1.75,1.67,2.0,1.75,4.5,3.4,3.4,1.73,3.3,2.0,2.05,4.2,1.84,4.5,4.75,1.71,1.95,1.85,3.4,-0.75,-0.75,1.7,1.85,5.0,2.05,Man City,Southampton,Man City_Southampton_2004
206,3.2,2.1,3.0,3.4,3.0,2.1,3.5,3.2,0.5,1.75,3.2,1.78,3.6,1.95,3.2,3.25,3.4,3.2,2.0,2.05,2.2,2.06,2.0,2.1,1.71,1.9,2.1,3.25,0.5,0.25,2.9,1.8,2.1,1.8,Middlesbrough,Man United,Middlesbrough_Man United_2004
207,3.2,3.5,3.1,1.87,1.9,4.0,1.9,3.2,-0.5,1.85,1.83,1.94,1.8,4.3,3.1,3.4,1.85,3.2,1.95,1.95,3.5,1.9,3.75,4.0,1.75,1.87,1.875,3.4,-0.5,-0.5,1.9,1.84,4.33,2.025,Newcastle,Birmingham,Newcastle_Birmingham_2004
208,3.25,4.33,3.3,1.68,1.7,5.5,1.66,3.4,-0.75,1.8,1.62,1.82,1.6,5.5,3.4,3.4,1.7,3.3,1.95,2.0,4.4,2.02,5.0,5.0,1.75,1.8,2.05,3.3,-0.75,-0.75,1.65,2.0,5.5,1.85,Portsmouth,Norwich,Portsmouth_Norwich_2004
209,3.2,2.75,3.0,2.25,2.25,3.05,2.25,3.1,-0.25,1.7,2.2,1.94,2.3,2.9,3.2,3.2,2.3,3.2,2.05,2.1,3.1,1.9,2.8,3.0,1.65,1.9,1.95,3.25,-0.25,-0.25,2.1,1.9,3.1,1.95,Tottenham,Everton,Tottenham_Everton_2004
210,3.2,2.62,3.0,2.3,2.3,2.9,2.3,3.0,-0.25,,2.25,1.9,2.25,3.1,3.2,3.2,2.38,3.2,2.05,,3.1,1.94,2.75,2.88,1.65,2.3,2.0,3.3,-0.25,-0.5,2.1,1.54,2.7,1.9,Blackburn,Charlton,Blackburn_Charlton_2004
211,3.25,2.4,3.0,2.65,2.5,2.5,2.5,3.1,0.0,,2.5,2.06,2.75,2.4,3.2,3.2,2.7,3.25,2.05,,2.5,1.78,2.4,2.5,1.65,1.47,1.85,3.3,0.0,0.5,2.5,2.5,2.5,2.05,Crystal Palace,Aston Villa,Crystal Palace_Aston Villa_2004
212,3.2,1.66,3.2,5.5,5.0,1.65,4.33,3.2,0.75,,4.33,2.0,5.0,1.7,3.4,3.4,5.5,3.1,1.95,,1.7,1.84,1.73,1.67,1.75,2.1,1.8,3.4,0.75,0.5,4.2,1.65,1.66,2.1,Norwich,Liverpool,Norwich_Liverpool_2004
213,3.25,1.9,3.1,3.95,3.5,1.9,3.6,3.25,0.5,,3.4,1.94,3.75,1.9,3.4,3.25,4.0,3.2,1.85,,1.9,1.9,1.91,1.91,1.85,1.8,1.925,3.3,0.5,0.5,3.5,1.9,1.83,1.975,West Brom,Newcastle,West Brom_Newcastle_2004
214,5.0,8.0,4.5,1.3,1.25,10.0,1.28,4.5,-1.5,2.05,1.22,1.96,1.3,9.0,4.5,5.0,1.29,5.0,1.65,1.75,9.0,1.88,10.0,10.0,2.05,1.3,1.9,4.75,-1.5,-0.5,1.25,3.22,9.0,2.0,Arsenal,Man City,Arsenal_Man City_2004
215,3.2,3.75,3.1,1.85,1.8,4.3,1.8,3.2,-0.5,1.66,1.73,1.92,1.85,4.0,3.25,3.4,1.83,3.3,2.05,2.15,3.6,1.92,4.33,4.2,1.65,1.85,1.975,3.3,-0.5,-0.5,1.85,1.87,4.0,1.925,Birmingham,Bolton,Birmingham_Bolton_2004
216,4.33,8.0,3.9,1.37,1.36,9.0,1.36,3.7,-1.25,1.85,1.3,1.84,1.45,7.0,4.0,4.33,1.36,3.75,1.95,1.95,6.0,2.0,8.0,8.5,1.75,1.93,2.05,4.2,-1.25,-1.5,1.4,1.64,7.5,1.85,Chelsea,Middlesbrough,Chelsea_Middlesbrough_2004
217,3.25,4.0,3.2,1.73,1.72,4.75,1.72,3.2,-0.5,1.66,1.67,1.88,1.75,4.6,3.25,3.4,1.73,3.4,2.0,2.15,4.0,1.96,4.5,4.75,1.71,1.73,1.975,3.4,-0.5,-0.5,1.75,1.98,4.33,1.925,Everton,Portsmouth,Everton_Portsmouth_2004
218,3.75,6.5,3.9,1.4,1.44,8.0,1.4,4.0,-1.25,1.9,1.36,2.02,1.4,7.25,3.75,4.0,1.4,3.6,1.85,1.9,6.0,1.82,8.0,8.5,1.85,2.02,1.85,4.1,-1.25,-1.5,1.4,1.58,7.5,2.05,Man United,Tottenham,Man United_Tottenham_2004
219,3.2,2.5,3.0,2.3,2.37,2.9,2.37,3.1,-0.25,1.7,2.2,2.06,2.3,2.9,3.2,3.2,2.38,3.3,2.0,2.1,2.9,1.78,2.8,2.88,1.71,2.3,1.825,3.3,-0.25,-0.5,2.2,1.54,2.62,2.075,Southampton,Fulham,Southampton_Fulham_2004
220,3.25,4.5,3.3,1.7,1.66,5.25,1.72,3.4,-0.75,1.7,1.67,1.92,1.6,5.5,3.4,3.4,1.67,3.3,1.95,2.1,4.4,1.92,4.5,5.5,1.75,1.9,1.95,3.35,-0.75,-0.75,1.65,1.9,5.0,1.95,Aston Villa,Norwich,Aston Villa_Norwich_2004
221,3.5,1.5,3.3,6.25,6.0,1.57,6.5,3.55,0.75,1.75,5.0,2.04,6.5,1.5,3.5,3.6,6.0,3.4,1.85,2.05,1.65,1.8,1.57,1.57,1.85,2.0,1.8,3.5,0.75,0.75,4.4,1.72,1.57,2.1,Bolton,Arsenal,Bolton_Arsenal_2004
222,3.0,3.5,3.1,2.1,1.9,3.45,2.2,3.2,-0.25,1.7,2.0,1.92,2.05,3.3,3.1,3.2,2.1,3.2,2.0,2.1,3.2,1.92,3.4,3.4,1.71,1.9,1.95,3.2,-0.25,-0.25,2.0,1.9,3.4,1.95,Charlton,Birmingham,Charlton_Birmingham_2004
223,3.0,2.5,3.0,2.85,2.62,2.85,2.62,3.1,0.0,1.65,2.38,1.86,2.4,2.75,3.2,3.2,2.6,2.9,2.05,2.2,2.5,1.98,2.75,2.6,1.65,1.88,2.025,3.3,0.0,0.0,2.5,1.92,2.6,1.875,Liverpool,Man United,Liverpool_Man United_2004
224,3.2,4.5,3.2,1.7,1.66,5.3,1.72,3.2,-0.75,1.8,1.73,1.82,1.7,5.0,3.4,3.4,1.7,3.3,1.9,2.0,4.2,2.02,4.33,5.0,1.79,1.88,2.0,3.3,-0.75,-0.75,1.7,1.92,5.0,1.9,Man City,Crystal Palace,Man City_Crystal Palace_2004
225,3.25,5.5,3.4,1.6,1.57,6.5,1.57,3.5,-1.0,1.95,1.62,1.92,1.55,5.75,3.5,3.6,1.57,3.3,1.79,1.85,4.6,1.92,5.0,6.0,1.9,1.9,1.95,3.3,-1.0,-1.0,1.6,1.9,6.5,1.95,Newcastle,Southampton,Newcastle_Southampton_2004
226,3.25,3.3,3.0,2.1,1.95,3.45,2.2,3.2,-0.25,1.65,1.91,1.84,1.95,3.6,3.1,3.25,2.05,3.2,2.05,2.2,3.1,2.0,3.4,3.5,1.65,1.8,2.025,3.2,-0.25,-0.25,2.1,2.0,3.4,1.875,Portsmouth,Blackburn,Portsmouth_Blackburn_2004
227,3.25,1.72,3.2,4.5,4.5,1.83,4.5,3.35,0.5,1.75,3.75,2.02,5.0,1.65,3.25,3.4,4.33,3.1,1.95,2.05,1.7,1.82,1.8,1.8,1.75,1.89,1.85,3.25,0.5,0.5,4.2,1.83,1.83,2.05,Tottenham,Chelsea,Tottenham_Chelsea_2004
228,3.2,4.5,3.2,1.77,1.72,4.7,1.8,3.2,-0.5,1.75,1.73,1.86,1.7,5.0,3.1,3.3,1.73,3.1,1.95,2.05,4.2,1.98,4.33,5.0,1.75,1.77,2.025,3.3,-0.5,-0.5,1.7,1.94,5.0,1.875,Fulham,West Brom,Fulham_West Brom_2004
229,3.2,3.2,3.0,2.1,2.1,3.4,2.2,3.2,-0.25,1.65,2.1,1.84,2.1,3.2,3.1,3.2,2.1,3.0,2.05,2.2,2.9,2.0,3.0,3.4,1.65,1.8,2.025,3.25,-0.25,-0.25,2.2,2.0,3.4,1.875,Middlesbrough,Everton,Middlesbrough_Everton_2004
230,3.25,3.5,3.1,1.95,1.9,3.9,1.9,3.1,-0.5,1.7,1.8,2.0,1.95,3.75,3.1,3.25,1.91,3.2,1.95,2.1,3.5,1.84,3.75,4.0,1.75,1.95,1.875,3.25,-0.5,-0.5,1.9,1.77,4.33,2.025,Birmingham,Fulham,Birmingham_Fulham_2004
231,5.0,11.0,4.8,1.22,1.2,13.0,1.2,5.5,-1.75,2.0,1.2,2.06,1.2,12.0,6.0,5.5,1.22,5.0,1.71,1.8,9.5,1.78,11.0,12.0,2.0,2.0,1.825,5.5,-1.75,-1.75,1.22,1.8,13.0,2.075,Chelsea,Portsmouth,Chelsea_Portsmouth_2004
232,3.2,2.15,3.0,3.1,3.0,2.25,3.1,3.2,0.25,1.6,3.0,1.92,3.45,2.0,3.2,3.2,3.2,3.1,2.0,2.3,2.1,1.92,2.1,2.2,1.71,1.9,1.95,3.2,0.25,0.25,3.1,1.9,2.25,1.95,Crystal Palace,Tottenham,Crystal Palace_Tottenham_2004
233,3.2,3.8,3.1,1.85,1.8,4.25,1.83,3.2,-0.5,1.6,1.73,1.96,1.85,4.0,3.3,3.25,1.83,3.25,2.0,2.3,3.8,1.88,4.33,4.33,1.71,1.85,1.925,3.3,-0.5,-0.5,1.8,1.86,4.33,1.975,Everton,Charlton,Everton_Charlton_2004
234,3.75,8.5,4.2,1.33,1.28,9.0,1.33,4.5,-1.5,2.0,1.33,2.04,1.3,9.0,4.5,4.5,1.33,4.33,1.79,1.8,8.0,1.8,9.0,9.0,1.9,1.85,1.875,4.65,-1.5,-1.5,1.3,1.7,9.5,2.025,Man United,Aston Villa,Man United_Aston Villa_2004
235,3.2,2.25,3.0,3.1,2.8,2.25,3.1,3.1,0.25,1.7,3.0,1.86,3.45,2.05,3.2,3.25,3.1,3.1,1.95,2.1,2.2,1.96,2.1,2.2,1.75,1.85,1.975,3.2,0.25,0.25,2.9,1.95,2.25,1.925,Norwich,Middlesbrough,Norwich_Middlesbrough_2004
236,3.2,1.72,3.1,4.5,4.33,1.83,4.5,3.2,0.5,1.61,4.0,2.04,5.0,1.7,3.25,3.25,4.33,3.2,2.0,2.25,1.9,1.8,1.8,1.83,1.71,1.89,1.825,3.25,0.5,0.5,3.5,1.83,1.83,2.075,Southampton,Liverpool,Southampton_Liverpool_2004
237,3.2,2.2,3.0,3.0,2.87,2.3,3.0,3.1,0.25,1.66,2.8,1.88,3.0,2.25,3.25,3.2,3.0,3.1,1.95,2.15,2.3,1.96,2.2,2.3,1.75,1.85,2.0,3.2,0.25,0.25,2.7,1.95,2.3,1.9,West Brom,Man City,West Brom_Man City_2004
238,3.6,8.0,3.9,1.45,1.4,8.0,1.44,3.6,-1.0,2.0,1.44,1.84,1.45,7.5,4.0,4.0,1.44,3.5,1.65,1.8,6.0,2.0,6.5,7.5,2.05,1.8,2.025,3.85,-1.0,-1.0,1.4,2.0,7.5,1.875,Arsenal,Newcastle,Arsenal_Newcastle_2004
239,3.2,2.87,2.9,2.3,2.25,3.0,2.3,3.1,-0.25,1.65,2.2,2.02,2.15,3.2,3.1,3.2,2.25,3.0,1.95,2.2,3.0,1.82,2.8,3.1,1.75,2.02,1.825,3.2,-0.25,-0.25,2.2,1.78,3.1,2.075,Blackburn,Bolton,Blackburn_Bolton_2004
240,3.2,3.0,3.0,2.45,2.2,3.5,2.25,3.2,-0.25,1.6,2.1,2.04,2.0,3.45,3.1,3.2,2.25,3.0,2.05,2.3,2.9,1.8,3.0,3.1,1.65,2.0,1.825,3.25,-0.25,-0.25,2.2,1.8,3.2,2.075,Arsenal,Man United,Arsenal_Man United_2004
241,3.2,2.75,3.0,2.4,2.25,2.85,2.37,3.2,-0.25,1.55,2.1,1.9,2.4,2.7,3.25,3.2,2.3,3.2,2.05,2.4,2.9,1.94,3.0,3.0,1.65,1.9,2.0,3.2,-0.25,-0.25,2.2,1.9,2.87,1.9,Bolton,Tottenham,Bolton_Tottenham_2004
242,3.0,2.3,3.0,2.75,2.62,2.45,2.87,3.1,0.0,1.65,2.75,2.1,2.9,2.3,3.2,3.25,2.8,3.2,2.05,2.2,2.6,1.74,2.38,2.4,1.65,2.05,1.75,3.25,0.0,0.0,2.4,1.75,2.4,2.15,Charlton,Liverpool,Charlton_Liverpool_2004
243,3.2,2.5,3.0,2.55,2.4,2.65,2.6,3.15,0.0,1.7,2.38,1.84,2.5,2.6,3.2,3.2,2.5,3.25,2.05,2.1,2.6,2.0,2.6,2.7,1.65,1.8,2.025,3.25,0.0,0.0,2.4,2.0,2.62,1.875,Portsmouth,Middlesbrough,Portsmouth_Middlesbrough_2004
244,3.2,2.8,3.0,2.3,2.25,3.05,2.2,3.1,-0.25,1.7,2.2,1.98,2.2,3.1,3.2,3.2,2.3,3.1,2.05,2.1,2.9,1.86,2.8,3.0,1.65,2.0,1.95,3.2,-0.25,-0.25,2.2,1.8,3.25,1.95,West Brom,Crystal Palace,West Brom_Crystal Palace_2004
245,3.2,3.75,3.1,2.0,1.8,3.75,1.9,3.3,-0.5,1.65,1.8,2.0,1.85,3.9,3.1,3.4,1.85,3.3,2.05,2.2,3.8,1.84,4.0,4.0,1.65,2.0,1.85,3.2,-0.5,-0.5,1.8,1.73,4.33,2.05,Birmingham,Southampton,Birmingham_Southampton_2004
246,3.75,1.44,3.4,7.0,6.5,1.5,7.0,4.0,1.0,1.65,7.0,1.98,7.25,1.4,3.75,3.75,7.0,3.6,2.05,2.2,1.6,1.86,1.4,1.5,1.65,1.92,1.9,3.7,1.0,1.0,4.6,1.88,1.5,2.0,Blackburn,Chelsea,Blackburn_Chelsea_2004
247,3.4,5.5,3.5,1.55,1.53,7.0,1.57,3.4,-0.75,1.7,1.5,1.76,1.5,7.0,3.4,3.6,1.53,3.5,2.0,2.1,4.8,2.08,6.0,6.5,1.71,1.75,2.125,3.5,-0.75,-0.75,1.55,2.05,7.0,1.775,Everton,Norwich,Everton_Norwich_2004
248,3.2,2.87,3.0,2.3,2.2,3.05,2.25,3.1,-0.25,1.7,2.2,2.04,2.3,2.9,3.2,3.2,2.25,3.1,2.0,2.1,3.1,1.8,2.8,3.1,1.71,2.0,1.825,3.2,-0.25,-0.25,2.1,1.8,3.1,2.075,Fulham,Aston Villa,Fulham_Aston Villa_2004
249,3.2,2.75,3.0,2.4,2.25,2.85,2.37,3.2,0.0,1.75,2.25,1.82,2.25,2.9,3.25,3.25,2.3,3.2,1.95,2.05,2.7,2.02,2.75,3.0,1.75,1.8,2.05,3.2,0.0,0.0,2.3,2.0,2.87,1.85,Man City,Newcastle,Man City_Newcastle_2004
250,3.2,1.61,3.2,4.9,5.0,1.7,4.5,3.4,0.75,1.7,4.33,1.78,5.0,1.65,3.4,3.4,4.75,3.3,2.0,2.1,1.7,2.06,1.73,1.73,1.71,1.8,2.15,3.45,0.75,0.75,4.2,2.0,1.8,1.75,Aston Villa,Arsenal,Aston Villa_Arsenal_2004
251,3.2,2.5,3.0,2.55,2.5,2.6,2.5,3.1,0.0,1.6,2.38,1.86,2.4,2.75,3.25,3.2,2.5,3.1,1.95,2.3,2.6,1.98,2.6,2.7,1.75,1.8,2.025,3.3,0.0,0.0,2.4,2.0,2.75,1.875,Crystal Palace,Bolton,Crystal Palace_Bolton_2004
252,3.25,6.0,3.7,1.51,1.5,7.0,1.5,3.75,-1.0,1.66,1.53,1.84,1.45,7.0,3.75,3.6,1.53,3.4,1.85,2.15,5.0,2.0,6.0,6.5,1.85,1.85,2.05,3.6,-1.0,-1.0,1.5,1.95,7.0,1.85,Liverpool,Fulham,Liverpool_Fulham_2004
253,4.5,10.0,4.3,1.3,1.25,11.0,1.28,4.5,-1.5,2.0,1.25,1.82,1.3,9.0,5.0,4.75,1.29,4.5,1.71,1.8,8.5,2.02,10.0,11.0,2.0,1.77,2.05,4.5,-1.5,-1.5,1.27,1.78,10.0,1.85,Man United,Birmingham,Man United_Birmingham_2004
254,3.2,4.5,3.1,1.77,1.8,4.85,1.8,3.2,-0.5,1.65,1.73,2.08,1.7,5.0,3.4,3.3,1.8,2.9,2.0,2.2,3.8,1.76,4.33,4.5,1.71,1.77,2.025,3.25,-0.75,-0.5,1.8,1.95,4.5,1.875,Middlesbrough,Blackburn,Middlesbrough_Blackburn_2004
255,3.2,3.75,3.1,1.83,1.8,4.35,1.8,3.2,-0.5,1.7,1.8,1.86,1.85,4.0,3.4,3.4,1.8,3.3,1.95,2.1,3.8,1.98,4.0,4.33,1.75,1.83,2.05,3.25,-0.5,-0.5,1.8,1.86,4.5,1.85,Newcastle,Charlton,Newcastle_Charlton_2004
256,3.2,3.1,3.0,2.2,2.1,3.2,2.3,3.1,-0.25,1.66,2.2,1.96,2.2,3.1,3.25,3.25,2.2,3.1,1.95,2.15,2.9,1.88,2.8,3.1,1.75,2.0,1.9,3.2,-0.25,-0.25,2.2,1.8,3.0,2.0,Norwich,West Brom,Norwich_West Brom_2004
257,3.2,4.5,3.2,1.7,1.66,4.9,1.72,3.2,-0.75,1.75,1.73,2.0,1.8,4.3,3.4,3.6,1.67,3.3,1.95,2.05,4.0,1.84,4.33,5.0,1.75,2.0,1.9,3.45,-0.75,-0.75,1.75,1.8,5.0,2.0,Tottenham,Portsmouth,Tottenham_Portsmouth_2004
258,5.0,11.0,4.5,1.27,1.2,11.0,1.25,5.5,-1.5,1.9,1.2,2.08,1.2,12.0,5.5,5.0,1.25,5.0,1.75,1.9,9.0,1.76,11.0,12.0,1.95,1.8,1.975,5.0,-1.75,-1.5,1.25,2.0,11.0,1.925,Chelsea,Man City,Chelsea_Man City_2004
259,3.2,2.4,3.0,2.6,2.6,2.55,2.63,3.1,0.0,1.6,2.6,1.84,2.55,2.6,3.2,3.2,2.6,3.1,2.05,2.3,2.5,2.0,2.38,2.6,1.65,1.8,2.0,3.3,0.0,0.0,2.5,2.0,2.63,1.9,Southampton,Everton,Southampton_Everton_2004
260,3.2,2.15,3.0,3.2,3.0,2.2,3.2,3.1,0.25,1.65,3.2,2.06,3.0,2.25,3.2,3.2,3.2,3.1,2.0,2.2,2.1,1.78,2.0,2.2,1.71,2.0,1.8,3.2,0.25,0.25,3.1,1.8,2.2,2.1,Birmingham,Liverpool,Birmingham_Liverpool_2004
261,3.25,4.0,3.1,1.83,1.83,4.5,1.8,3.05,-0.5,1.67,1.8,1.76,1.8,4.55,3.4,3.3,1.8,3.0,2.0,2.15,3.8,2.08,3.75,4.5,1.71,1.83,2.1,3.25,-0.5,-0.5,1.8,1.89,4.5,1.8,Blackburn,Norwich,Blackburn_Norwich_2004
262,3.2,3.2,3.0,2.2,2.05,3.2,2.1,3.2,-0.25,1.67,1.91,1.82,2.1,3.25,3.2,3.25,2.1,3.1,2.0,2.15,3.1,2.02,3.5,3.4,1.71,1.77,2.05,3.2,-0.25,-0.25,2.1,2.05,3.5,1.85,Bolton,Middlesbrough,Bolton_Middlesbrough_2004
263,3.2,1.72,3.0,4.75,4.33,1.8,4.5,3.2,0.75,1.65,4.0,1.76,5.0,1.7,3.25,3.3,4.5,3.2,2.05,2.2,1.8,2.08,1.8,1.8,1.65,1.91,2.125,3.2,0.75,0.5,4.0,1.8,1.83,1.775,Everton,Chelsea,Everton_Chelsea_2004
264,3.2,3.0,3.0,2.25,2.1,3.1,2.3,3.2,-0.25,1.67,2.2,2.02,2.25,2.9,3.25,3.2,2.25,3.2,2.0,2.15,3.1,1.82,2.8,3.1,1.71,2.0,1.85,3.2,-0.25,-0.25,2.1,1.8,3.0,2.05,Portsmouth,Aston Villa,Portsmouth_Aston Villa_2004
265,3.0,1.8,3.1,5.6,4.2,1.83,4.5,3.2,0.5,1.75,4.0,2.1,4.3,1.8,3.4,3.3,4.5,3.0,1.9,2.05,1.8,1.74,1.83,1.8,1.79,1.89,1.775,3.6,0.5,0.5,3.8,1.83,1.8,2.125,Man City,Man United,Man City_Man United_2004
266,4.5,12.0,4.5,1.25,1.16,12.0,1.22,5.0,-1.75,2.2,1.25,2.02,1.25,10.0,5.5,5.5,1.22,5.5,1.55,1.65,9.0,1.82,10.0,12.0,2.25,1.95,1.85,5.1,-1.75,-1.75,1.25,1.85,13.0,2.05,Arsenal,Crystal Palace,Arsenal_Crystal Palace_2004
267,3.2,2.8,2.9,2.35,2.2,2.95,2.3,3.2,-0.25,1.65,2.1,1.94,2.4,2.7,3.25,3.25,2.3,3.2,2.1,2.2,3.0,1.9,3.0,3.0,1.66,2.0,1.85,3.2,-0.25,-0.25,2.2,1.8,3.0,2.05,West Brom,Southampton,West Brom_Southampton_2004
268,3.0,3.0,3.0,2.25,2.15,3.1,2.25,3.1,-0.25,1.65,2.25,1.94,2.3,2.9,3.2,3.2,2.25,3.1,2.15,2.2,3.1,1.9,2.88,3.1,1.6,1.9,1.975,3.2,-0.25,-0.25,2.1,1.9,3.1,1.925,Aston Villa,Everton,Aston Villa_Everton_2004
269,3.2,2.6,3.0,2.55,2.4,2.65,2.6,3.05,0.0,1.66,2.25,1.9,2.5,2.7,3.2,3.2,2.5,3.1,2.0,2.15,2.6,1.94,2.75,2.7,1.71,1.9,1.975,3.2,0.0,0.0,2.4,1.9,2.62,1.925,Crystal Palace,Birmingham,Crystal Palace_Birmingham_2004
270,5.0,11.0,5.0,1.25,1.2,12.0,1.22,5.35,-1.5,2.05,1.2,1.78,1.2,12.0,5.5,5.5,1.22,5.0,1.65,1.75,10.0,2.06,11.0,12.0,2.05,1.8,2.049,5.2,-1.5,-1.5,1.2,2.0,13.0,1.85,Man United,Portsmouth,Man United_Portsmouth_2004
271,3.4,1.53,3.3,6.5,5.5,1.6,6.5,3.5,1.0,1.9,6.0,1.76,6.75,1.5,3.5,3.6,6.5,3.5,1.85,1.9,1.6,2.08,1.5,1.53,1.85,1.8,2.1,3.4,1.0,1.0,4.8,2.0,1.57,1.8,Southampton,Arsenal,Southampton_Arsenal_2004
272,3.2,4.33,3.1,1.83,1.7,4.33,1.8,3.2,-0.5,1.9,1.8,1.8,1.8,4.3,3.1,3.25,1.83,3.3,1.9,1.9,3.5,2.04,4.0,4.33,1.79,1.83,2.075,3.3,-0.5,-0.5,1.9,1.87,5.0,1.825,Tottenham,Fulham,Tottenham_Fulham_2004
273,3.25,3.5,3.1,1.91,1.9,4.2,1.9,3.2,-0.5,1.65,1.8,1.94,1.75,4.6,3.1,3.25,1.83,3.2,2.0,2.2,3.6,1.9,3.75,4.33,1.71,1.91,1.95,3.2,-0.5,-0.5,1.85,1.82,4.33,1.95,Middlesbrough,Charlton,Middlesbrough_Charlton_2004
274,3.2,3.75,3.1,2.0,1.83,3.7,1.83,3.2,-0.5,1.8,1.8,1.92,1.95,3.6,3.3,3.25,1.91,3.2,1.9,2.0,3.5,1.92,4.0,4.0,1.79,2.0,1.95,3.25,-0.5,-0.5,1.9,1.73,4.33,1.95,Newcastle,Bolton,Newcastle_Bolton_2004
275,3.2,2.37,3.0,2.65,2.7,2.55,2.6,3.0,0.0,1.66,2.38,,2.55,2.65,3.2,3.2,2.6,3.0,2.0,2.15,2.7,,2.6,2.6,1.71,1.9,2.0,3.2,,0.0,2.3,1.9,2.62,1.899,Norwich,Man City,Norwich_Man City_2004
276,4.33,8.5,4.0,1.33,1.3,9.5,1.36,4.5,-1.25,2.0,1.29,2.08,1.3,9.0,4.33,4.5,1.33,4.2,1.95,1.8,7.5,1.76,9.0,9.0,1.75,1.8,1.8,4.5,-1.25,-1.0,1.33,1.95,9.0,2.1,Arsenal,Portsmouth,Arsenal_Portsmouth_2004
277,3.2,2.87,3.0,2.35,2.2,2.95,2.3,3.2,-0.25,1.65,2.2,2.0,2.25,2.9,3.25,3.2,2.3,3.1,1.71,2.2,2.9,1.84,2.8,3.0,2.0,1.6,1.9,3.2,-0.25,0.0,2.2,2.2,3.0,2.0,Aston Villa,Middlesbrough,Aston Villa_Middlesbrough_2004
