,LBH,GBAH,SBA,IWA,B365A,GB>2.5,GB<2.5,B365AHA,LBA,LBAHA,B365AHH,IWD,B365<2.5,GBH,SOH,WHA,GBAHA,SOA,WHH,GBA,B365H,SBD,LBAHH,WHD,LBAH,B365AH,LBD,SBH,B365D,GBD,IWH,B365>2.5,SOD,GBAHH,HomeTeam,AwayTeam,idGame
0,1.3330000000000002,-1.25,7.5,7.0,8.0,1.75,1.95,1.925,8.0,1.95,1.975,4.0,2.1,1.44,1.4,8.0,1.9,7.5,1.28,7.0,1.4,3.75,1.9,4.5,-1.25,-1.25,4.0,1.4,3.8,4.0,1.35,1.7,3.75,1.9,Arsenal,Everton,Arsenal_Everton_2003
1,2.2,-0.25,2.8,2.5,2.75,1.85,1.85,1.8,2.8,2.1,2.1,3.0,1.85,2.35,2.25,2.8,1.75,2.75,2.2,2.8,2.375,3.2,1.75,3.2,0.0,-0.25,3.2,2.25,3.25,3.25,2.5,1.95,3.25,2.05,Birmingham,Tottenham,Birmingham_Tottenham_2003
2,1.615,-0.75,5.5,4.2,5.5,1.85,1.85,1.95,4.5,1.85,1.95,3.2,1.9,1.68,1.57,5.0,1.85,5.5,1.57,5.0,1.615,3.4,2.0,3.5,-0.75,-0.75,3.5,1.57,3.4,3.4,1.7,1.9,3.4,1.95,Blackburn,Wolves,Blackburn_Wolves_2003
3,2.375,0.0,2.87,3.0,2.8,1.95,1.75,1.8,2.6,2.0,2.1,3.1,1.7,2.4,2.2,2.62,2.0,2.8,2.3,2.7,2.3,3.2,1.85,3.2,0.0,-0.25,3.2,2.2,3.25,3.25,2.1,2.1,3.25,1.8,Fulham,Middlesbrough,Fulham_Middlesbrough_2003
4,2.5,0.0,2.6,2.8,2.6,1.95,1.75,2.05,2.5,2.0,1.85,3.1,1.8,2.5,2.38,2.62,1.95,2.63,2.3,2.6,2.5,3.2,1.85,3.2,0.0,0.0,3.2,2.4,3.2,3.25,2.2,2.0,3.2,1.85,Leicester,Southampton,Leicester_Southampton_2003
5,1.25,-1.75,9.0,8.0,10.0,1.65,2.1,1.85,10.0,1.9,2.05,4.2,2.2,1.3,1.25,9.5,1.85,8.5,1.22,9.0,1.286,5.0,1.95,5.0,-1.75,-1.75,4.5,1.25,4.5,4.8,1.3,1.66,5.0,1.95,Man United,Bolton,Man United_Bolton_2003
6,2.375,-0.25,2.8,2.6,2.75,1.9,1.8,1.8,2.6,1.75,2.1,3.0,1.9,2.4,2.38,2.62,1.75,2.8,2.3,2.7,2.375,3.2,2.1,3.2,-0.25,-0.25,3.2,2.25,3.25,3.25,2.4,1.9,3.3,2.05,Portsmouth,Aston Villa,Portsmouth_Aston Villa_2003
7,2.25,-0.25,2.75,3.0,2.75,1.9,1.8,2.1,2.75,1.8,1.8,3.1,1.95,2.38,2.25,2.5,1.75,2.75,2.37,2.75,2.25,3.2,2.05,3.3,-0.25,0.0,3.2,2.3,3.4,3.25,2.1,1.85,3.25,2.05,Charlton,Man City,Charlton_Man City_2003
8,2.8,0.25,2.37,2.3,2.375,1.8,1.9,2.075,2.2,2.05,1.825,3.0,2.0,2.85,2.9,2.1,2.0,2.25,3.0,2.3,2.75,3.2,1.8,3.2,0.25,0.25,3.2,2.62,3.25,3.25,2.7,1.8,3.4,1.8,Leeds,Newcastle,Leeds_Newcastle_2003
9,2.25,-0.25,2.87,2.7,2.875,1.9,1.8,1.8,2.75,1.8,2.1,3.0,1.9,2.25,2.25,2.8,1.85,3.0,2.3,3.25,2.25,3.2,2.05,3.0,-0.25,-0.25,3.2,2.2,3.25,3.25,2.3,1.9,3.3,2.05,Liverpool,Chelsea,Liverpool_Chelsea_2003
10,2.5,0.0,2.6,2.6,2.5,1.85,1.85,1.95,2.4,1.9,1.95,3.0,1.8,2.5,2.5,2.5,1.9,2.5,2.5,2.6,2.5,3.2,1.95,3.1,0.0,0.0,3.25,2.4,3.3,3.25,2.4,2.0,3.2,1.9,Bolton,Blackburn,Bolton_Blackburn_2003
11,1.25,-1.5,9.0,9.0,10.0,1.6,2.15,2.125,10.0,2.1,1.775,4.5,2.05,1.26,1.22,9.5,2.05,10.0,1.22,10.0,1.25,5.0,1.75,5.0,-1.5,-1.5,4.5,1.25,5.0,5.0,1.25,1.75,5.0,1.75,Chelsea,Leicester,Chelsea_Leicester_2003
12,1.7269999999999999,-0.5,4.33,3.8,4.0,1.9,1.79,2.05,4.0,2.05,1.85,3.1,1.7,1.85,1.67,4.0,2.0,4.5,1.72,4.0,1.8,3.25,1.8,3.4,-0.5,-0.5,3.4,1.72,3.4,3.3,1.8,2.1,3.4,1.8,Everton,Fulham,Everton_Fulham_2003
13,1.615,-0.75,4.5,4.4,4.5,1.85,1.85,2.075,4.5,2.05,1.825,3.3,1.9,1.67,1.67,4.33,2.0,4.5,1.66,5.0,1.6669999999999998,3.4,1.8,3.4,-0.75,-0.75,3.5,1.66,3.6,3.4,1.65,1.9,3.4,1.8,Man City,Portsmouth,Man City_Portsmouth_2003
14,2.75,0.0,2.1,2.1,2.2,1.65,2.05,1.875,2.2,1.75,2.025,3.0,2.1,3.1,3.0,2.2,1.6,2.2,2.87,2.1,3.0,3.25,2.1,3.1,0.25,0.25,3.25,3.0,3.2,3.4,3.1,1.7,3.4,2.3,Newcastle,Man United,Newcastle_Man United_2003
15,2.0,-0.5,3.6,3.5,3.75,2.0,1.71,1.9,3.2,1.85,2.0,3.1,1.7,2.0,1.91,3.5,1.85,3.5,1.9,3.6,1.909,3.2,2.0,3.2,-0.5,-0.5,3.2,1.9,3.25,3.2,1.9,2.1,3.25,1.95,Southampton,Birmingham,Southampton_Birmingham_2003
16,2.1,-0.25,2.9,3.2,3.4,1.85,1.85,1.875,3.0,1.85,2.025,3.1,1.85,2.1,2.1,3.0,1.8,3.0,2.1,3.3,2.0,3.2,2.0,3.2,-0.25,-0.25,3.2,2.2,3.25,3.2,2.0,1.95,3.25,2.0,Tottenham,Leeds,Tottenham_Leeds_2003
17,2.25,-0.25,2.8,2.9,2.7,1.85,1.85,2.1,2.75,1.8,1.8,3.0,1.75,2.35,2.38,2.8,1.75,2.62,2.25,2.75,2.375,3.2,2.05,3.1,-0.25,0.0,3.2,2.25,3.25,3.3,2.2,2.05,3.2,2.05,Wolves,Charlton,Wolves_Charlton_2003
18,2.75,0.25,2.2,2.1,2.2,1.85,1.85,1.95,2.2,,1.95,3.0,1.75,3.1,3.0,2.1,1.85,2.2,3.1,2.15,3.0,3.2,,3.1,,0.25,3.25,2.87,3.2,3.3,3.1,2.05,3.4,1.95,Aston Villa,Liverpool,Aston Villa_Liverpool_2003
19,4.0,1.0,1.72,1.8,1.8,1.75,1.95,1.85,1.8,1.8,2.05,3.1,1.85,4.4,4.33,1.72,2.2,1.8,4.2,1.75,4.0,3.25,2.05,3.25,0.5,0.5,3.2,4.33,3.4,3.4,3.8,1.95,3.4,1.65,Middlesbrough,Arsenal,Middlesbrough_Arsenal_2003
20,2.0,-0.5,3.5,3.6,3.4,1.79,1.9,1.8,3.0,1.85,2.1,3.1,1.9,2.0,1.91,3.2,1.85,3.75,2.0,3.5,2.0,3.25,2.0,3.2,-0.5,-0.5,3.4,1.9,3.25,3.2,1.85,1.9,3.5,1.95,Blackburn,Man City,Blackburn_Man City_2003
21,2.25,0.0,2.7,2.9,2.75,1.85,1.9,,2.75,2.1,,3.0,1.85,2.4,2.25,2.6,2.05,2.75,2.4,2.7,2.375,3.2,1.75,3.1,0.0,,3.2,2.3,3.2,3.25,2.2,1.95,3.25,1.75,Charlton,Everton,Charlton_Everton_2003
22,2.0,-0.25,3.25,3.5,3.4,1.85,1.85,,3.0,2.0,,3.1,1.8,2.05,2.0,3.2,2.0,3.25,2.0,3.35,2.0,3.25,1.85,3.2,-0.25,,3.4,2.0,3.25,3.25,1.9,2.0,3.25,1.8,Leeds,Southampton,Leeds_Southampton_2003
23,2.375,0.0,2.62,2.7,2.6,1.9,1.79,,2.6,2.05,,3.0,1.75,2.4,2.25,2.62,2.0,2.75,2.37,2.7,2.5,3.2,1.8,3.1,0.0,,3.2,2.37,3.2,3.25,2.3,2.05,3.25,1.8,Leicester,Middlesbrough,Leicester_Middlesbrough_2003
24,2.1,-0.25,3.25,2.9,3.2,1.9,1.79,,3.0,2.05,,3.0,1.85,2.1,2.0,3.2,2.0,3.25,2.0,3.25,2.1,3.25,1.8,3.2,-0.25,,3.2,2.0,3.25,3.25,2.2,1.95,3.25,1.8,Portsmouth,Bolton,Portsmouth_Bolton_2003
25,1.25,-1.5,8.5,8.0,8.5,1.6,2.15,2.025,10.0,1.8,1.875,4.2,2.0,1.26,1.25,8.0,2.0,8.5,1.28,10.0,1.286,5.0,2.05,4.5,-1.75,-1.5,4.5,1.25,5.0,5.0,1.3,1.8,5.0,1.8,Arsenal,Aston Villa,Arsenal_Aston Villa_2003
26,1.5330000000000001,-1.0,6.0,4.8,7.0,1.79,1.9,1.8,5.5,1.8,2.1,3.5,1.85,1.53,1.57,6.0,1.8,5.5,1.5,6.5,1.5,3.4,2.05,3.4,-1.0,-1.0,3.5,1.53,3.5,3.5,1.55,1.95,3.4,2.0,Liverpool,Tottenham,Liverpool_Tottenham_2003
27,1.167,-2.25,17.0,12.0,15.0,1.4,2.65,2.025,12.0,2.0,1.875,6.0,2.62,1.13,1.12,15.0,2.0,17.0,1.11,16.0,1.143,6.0,1.85,6.5,-2.25,-2.25,5.5,1.12,6.5,7.0,1.15,1.44,7.5,1.8,Man United,Wolves,Man United_Wolves_2003
28,1.6669999999999998,-1.0,4.33,4.0,5.0,1.85,1.85,1.825,4.5,,2.075,3.2,1.75,1.7,1.73,4.33,1.65,4.33,1.72,4.7,1.6669999999999998,3.25,,3.2,,-0.75,3.25,1.72,3.4,3.4,1.75,2.05,3.25,2.2,Aston Villa,Leicester,Aston Villa_Leicester_2003
29,2.25,-0.25,3.0,3.0,2.8,1.9,1.79,1.85,2.75,1.85,2.05,3.1,1.85,2.3,2.1,2.75,1.85,3.0,2.2,2.8,2.3,3.25,2.0,3.25,-0.25,-0.25,3.2,2.1,3.25,3.3,2.1,1.95,3.25,1.95,Bolton,Charlton,Bolton_Charlton_2003
30,1.4,-1.25,6.5,4.8,6.5,1.6,2.15,1.8,7.0,2.05,2.1,3.5,2.0,1.53,1.44,6.0,1.65,6.5,1.5,6.25,1.5,3.75,1.8,3.4,-1.0,-1.25,3.75,1.44,3.6,3.55,1.55,1.8,3.75,2.2,Chelsea,Blackburn,Chelsea_Blackburn_2003
31,2.5,0.0,2.5,2.5,2.5,1.9,1.79,1.825,2.5,1.8,2.075,3.0,1.8,2.65,2.6,2.5,1.8,2.6,2.5,2.55,2.6,3.2,2.05,3.1,0.0,0.0,3.2,2.5,3.2,3.1,2.5,2.0,3.25,2.0,Everton,Liverpool,Everton_Liverpool_2003
32,2.0,-0.25,3.0,3.1,3.4,1.85,1.85,2.05,3.2,2.05,1.85,3.0,1.8,2.2,2.1,3.2,1.95,3.0,2.0,3.0,2.0,3.25,1.8,3.2,-0.25,-0.25,3.2,2.1,3.25,3.25,2.1,2.0,3.25,1.85,Middlesbrough,Leeds,Middlesbrough_Leeds_2003
33,1.5,-1.0,6.0,4.8,6.5,1.75,1.95,1.825,6.0,1.75,2.075,3.5,2.0,1.55,1.5,6.0,1.8,6.0,1.5,6.1,1.5330000000000001,3.5,2.1,3.4,-1.0,-1.0,3.4,1.5,3.4,3.55,1.55,1.8,3.5,2.0,Newcastle,Birmingham,Newcastle_Birmingham_2003
34,1.7269999999999999,-0.5,4.33,3.8,5.0,1.85,1.85,1.9,4.333,1.85,2.0,3.1,1.8,1.75,1.67,4.33,2.1,4.5,1.72,4.4,1.6669999999999998,3.25,2.0,3.2,-0.75,-0.75,3.2,1.72,3.4,3.4,1.8,2.0,3.4,1.7,Tottenham,Fulham,Tottenham_Fulham_2003
35,2.625,0.25,2.5,2.4,2.375,1.85,1.85,1.9,2.25,1.8,2.0,3.2,1.85,2.7,2.5,2.3,2.05,2.5,2.62,2.4,2.75,3.2,2.05,3.2,0.0,0.0,3.4,2.5,3.2,3.3,2.4,1.95,3.2,1.75,Wolves,Portsmouth,Wolves_Portsmouth_2003
36,4.333,1.0,1.72,1.7,1.8,1.6,2.15,1.825,1.615,1.75,2.075,3.2,2.0,4.3,4.33,1.66,2.4,1.8,4.5,1.75,4.0,3.25,2.1,3.3,0.5,0.5,3.6,4.33,3.4,3.45,4.2,1.8,3.4,1.5,Man City,Arsenal,Man City_Arsenal_2003
37,5.0,1.0,1.61,1.65,1.6669999999999998,1.65,2.05,1.825,1.571,1.85,2.075,3.3,2.05,4.9,5.0,1.57,2.05,1.67,5.0,1.65,5.0,3.4,2.0,3.5,0.75,0.75,3.5,5.0,3.4,3.5,4.4,1.75,3.6,1.77,Southampton,Man United,Southampton_Man United_2003
38,1.222,-1.5,10.0,8.0,10.0,1.6,2.25,2.05,10.0,1.95,1.85,4.2,2.25,1.27,1.22,9.5,1.95,10.0,1.22,10.0,1.28,5.0,1.9,5.0,-1.5,-1.5,5.0,1.22,4.5,5.0,1.3,1.61,5.0,1.85,Arsenal,Portsmouth,Arsenal_Portsmouth_2003
39,2.5,0.0,2.37,2.3,2.3,1.85,1.85,1.875,2.5,1.8,2.025,3.0,1.85,2.75,2.62,2.4,1.77,2.38,2.6,2.4,2.8,3.2,2.05,3.1,0.0,-1.5,3.2,2.62,3.25,3.2,2.7,1.95,3.2,2.05,Blackburn,Liverpool,Blackburn_Liverpool_2003
40,2.375,-0.25,2.8,2.9,2.87,1.95,1.75,1.8,2.75,,2.1,3.0,1.8,2.3,2.2,2.8,1.85,2.8,2.25,2.9,2.3,3.2,,3.1,,-0.25,3.0,2.25,3.2,3.2,2.2,2.0,3.25,1.95,Bolton,Middlesbrough,Bolton_Middlesbrough_2003
41,4.5,1.0,1.57,1.65,1.61,1.71,2.0,1.8,1.615,2.0,2.1,3.3,2.0,5.5,5.5,1.57,2.0,1.53,5.0,1.57,5.0,3.4,1.85,3.5,1.0,0.5,3.5,5.5,3.6,3.65,4.4,1.8,3.5,1.8,Charlton,Man United,Charlton_Man United_2003
42,1.5330000000000001,-1.25,6.0,4.8,6.0,1.8,1.9,1.825,5.5,1.85,2.075,3.5,2.05,1.5,1.44,6.0,1.85,7.0,1.53,6.65,1.53,3.5,2.0,3.25,-1.25,-1.25,3.5,1.5,3.6,3.65,1.55,1.75,3.5,1.95,Chelsea,Tottenham,Chelsea_Tottenham_2003
43,2.4,0.0,2.7,2.7,2.75,1.8,1.9,2.1,2.5,2.05,1.8,3.0,1.9,2.4,2.38,2.62,2.0,2.62,2.37,2.75,2.37,3.2,1.8,3.1,0.0,-1.25,3.25,2.3,3.2,3.2,2.3,1.9,3.2,1.8,Everton,Newcastle,Everton_Newcastle_2003
44,1.615,-0.75,5.5,4.2,5.5,1.85,1.85,2.05,5.0,2.05,1.85,3.2,1.85,1.6,1.57,5.0,2.05,5.5,1.57,5.4,1.61,3.4,1.8,3.5,-0.75,-0.75,3.25,1.57,3.4,3.55,1.7,1.95,3.4,1.8,Southampton,Wolves,Southampton_Wolves_2003
45,1.8330000000000002,-0.5,3.75,3.2,4.0,1.9,1.79,1.875,4.0,1.8,2.025,3.1,1.75,1.95,1.8,3.75,1.9,4.33,1.83,3.6,1.83,3.3,2.05,3.2,-0.5,-0.5,3.0,1.83,3.25,3.25,2.0,2.05,3.4,1.9,Birmingham,Fulham,Birmingham_Fulham_2003
46,1.8330000000000002,-0.5,3.75,3.2,4.0,1.79,1.9,1.925,4.0,1.9,1.975,3.1,1.9,1.95,2.0,3.6,1.9,3.5,1.83,3.65,1.83,3.3,1.95,3.3,-0.5,-0.5,3.0,1.83,3.25,3.25,2.0,1.9,3.4,1.9,Man City,Aston Villa,Man City_Aston Villa_2003
47,2.5,0.25,2.5,2.4,2.5,1.85,1.85,1.875,2.5,1.8,2.025,3.2,1.8,2.65,2.75,2.5,2.05,2.38,2.5,2.5,2.6,3.2,2.05,3.1,0.0,-0.5,3.2,2.5,3.2,3.2,2.4,2.0,3.4,1.77,Leicester,Leeds,Leicester_Leeds_2003
48,1.909,-0.25,3.75,3.8,3.75,1.85,1.85,1.9,3.5,1.95,2.0,3.1,1.8,1.9,1.83,3.75,2.15,3.75,1.83,3.75,1.9,3.25,1.9,3.2,-0.5,-0.5,3.2,1.85,3.25,3.3,1.8,2.0,3.25,1.65,Aston Villa,Charlton,Aston Villa_Charlton_2003
49,2.25,0.0,2.62,2.7,2.8,1.85,1.85,2.05,2.75,2.0,1.85,3.0,1.9,2.4,2.38,2.5,2.0,2.62,2.5,2.7,2.3,3.2,1.85,3.1,0.0,0.0,3.2,2.37,3.25,3.25,2.3,1.9,3.2,1.8,Fulham,Man City,Fulham_Man City_2003
50,2.1,-0.25,3.0,3.1,3.2,1.85,1.85,2.05,3.0,2.0,1.85,3.0,1.75,2.15,2.1,2.75,1.9,3.0,2.2,3.15,2.1,3.25,1.85,3.25,-0.25,-0.25,3.2,2.1,3.25,3.25,2.1,2.05,3.25,1.9,Leeds,Birmingham,Leeds_Birmingham_2003
51,1.3330000000000002,-1.25,8.0,7.0,9.5,1.65,2.05,2.075,9.0,2.05,1.825,4.0,2.0,1.32,1.33,8.0,2.08,8.5,1.33,10.0,1.3,4.2,1.8,4.0,-1.25,-1.25,3.75,1.33,4.5,4.3,1.35,1.8,4.0,1.75,Liverpool,Leicester,Liverpool_Leicester_2003
52,1.5,-1.0,6.0,4.8,6.5,1.71,2.0,2.0,6.0,2.0,1.9,3.5,2.0,1.53,1.53,6.0,1.9,5.5,1.5,6.5,1.5,3.4,1.85,3.4,-1.0,-1.0,3.4,1.53,3.6,3.5,1.55,1.8,3.5,1.92,Newcastle,Bolton,Newcastle_Bolton_2003
53,2.1,-0.25,2.8,2.7,2.87,1.71,2.0,1.85,3.0,1.85,2.05,3.0,1.85,2.3,2.25,2.62,1.8,2.75,2.3,2.87,2.25,3.2,2.0,3.2,-0.25,-0.25,3.2,2.25,3.25,3.25,2.3,1.95,3.25,2.0,Portsmouth,Blackburn,Portsmouth_Blackburn_2003
54,2.2,-0.25,3.25,3.5,3.4,1.85,1.85,2.075,2.8,2.0,1.825,3.1,1.8,2.1,2.0,3.2,1.95,3.25,2.0,3.25,2.0,3.25,1.85,3.2,-0.25,-0.25,3.2,2.0,3.25,3.25,1.9,2.0,3.25,1.85,Tottenham,Southampton,Tottenham_Southampton_2003
55,6.0,1.25,1.5,1.5,1.5,1.65,2.05,1.95,1.5,1.85,1.95,3.7,2.1,5.95,7.5,1.44,1.85,1.44,6.5,1.5,6.5,3.6,2.0,3.6,1.25,1.25,3.4,6.0,3.6,3.65,5.0,1.7,4.0,1.95,Wolves,Chelsea,Wolves_Chelsea_2003
56,2.1,-0.25,3.0,3.1,3.4,1.75,1.95,2.025,3.0,2.0,1.875,3.0,2.0,2.15,2.0,3.1,1.92,3.5,2.2,3.2,2.0,3.1,1.85,2.87,-0.25,-0.25,3.2,2.2,3.25,3.25,2.1,1.8,3.4,1.9,Man United,Arsenal,Man United_Arsenal_2003
57,2.2,-0.25,2.7,2.7,2.8,1.85,1.85,1.875,2.8,1.8,2.025,3.0,1.85,2.33,2.4,2.62,1.78,2.8,2.3,2.82,2.3,3.2,2.05,3.2,-0.25,-0.25,3.2,2.3,3.25,3.25,2.3,1.95,3.25,2.08,Middlesbrough,Everton,Middlesbrough_Everton_2003
58,1.444,-1.0,6.0,5.0,5.5,1.79,1.9,1.85,6.0,1.8,2.05,3.7,2.05,1.55,1.5,6.0,1.9,7.0,1.5,5.7,1.53,3.5,2.05,3.4,-1.0,-1.0,3.75,1.5,3.5,3.7,1.5,1.75,3.75,1.9,Arsenal,Newcastle,Arsenal_Newcastle_2003
59,1.8330000000000002,-0.5,3.5,3.5,3.75,1.9,1.79,1.9,3.75,1.8,2.0,3.1,1.8,2.0,1.91,3.2,1.8,3.5,2.0,3.5,1.9,3.25,2.05,3.2,-0.5,-0.5,3.2,1.9,3.25,3.25,1.9,2.0,3.25,2.0,Birmingham,Portsmouth,Birmingham_Portsmouth_2003
60,1.6669999999999998,-0.75,5.0,4.4,5.0,1.85,1.85,2.05,4.333,2.05,1.85,3.3,1.9,1.67,1.62,4.33,2.0,5.0,1.72,5.0,1.61,3.4,1.8,3.2,-0.75,-0.75,3.4,1.61,3.6,3.45,1.65,1.9,3.4,1.8,Bolton,Wolves,Bolton_Wolves_2003
61,1.3330000000000002,-1.5,7.5,7.0,8.5,1.71,2.0,1.85,8.0,1.85,2.05,4.0,2.1,1.35,1.3,8.5,1.8,8.5,1.3,8.5,1.33,4.0,2.0,4.2,-1.5,-1.5,4.0,1.36,4.33,4.3,1.35,1.7,4.33,2.0,Chelsea,Aston Villa,Chelsea_Aston Villa_2003
62,6.5,1.0,1.5,1.55,1.5,1.71,2.0,1.925,1.444,1.85,1.975,3.5,2.0,6.5,6.5,1.44,1.85,1.44,7.0,1.5,6.5,3.6,2.0,3.5,1.0,1.0,3.6,6.0,3.6,3.7,4.8,1.8,3.75,1.95,Leicester,Man United,Leicester_Man United_2003
63,1.7269999999999999,-0.5,4.0,3.8,4.33,1.9,1.79,2.05,4.333,2.05,1.85,3.1,1.75,1.8,1.67,4.33,2.0,4.5,1.66,4.4,1.8,3.25,1.8,3.4,-0.5,-0.5,3.2,1.8,3.2,3.25,1.8,2.05,3.4,1.8,Southampton,Middlesbrough,Southampton_Middlesbrough_2003
64,1.6669999999999998,-0.75,4.33,3.8,4.0,1.79,1.9,1.85,4.333,1.85,2.05,3.1,1.95,1.75,1.73,4.5,1.8,4.33,1.66,4.5,1.8,3.25,2.0,3.3,-0.75,-0.75,3.4,1.72,3.4,3.35,1.8,1.85,3.25,2.0,Blackburn,Fulham,Blackburn_Fulham_2003
65,3.75,0.5,1.8,1.85,1.8,1.9,1.79,1.9,1.8,1.85,2.0,3.1,1.9,4.15,4.33,1.72,1.85,1.8,4.2,1.85,4.33,3.25,2.0,3.25,0.5,0.5,3.25,4.0,3.2,3.25,3.6,1.9,3.4,1.95,Charlton,Liverpool,Charlton_Liverpool_2003
66,1.7269999999999999,-0.5,4.33,3.8,4.0,1.9,1.79,2.1,4.0,1.85,1.8,3.1,1.95,1.85,1.73,3.75,1.95,4.33,1.8,4.0,1.83,3.3,2.0,3.3,-0.75,-0.5,3.4,1.72,3.25,3.33,1.8,1.85,3.25,1.85,Everton,Leeds,Everton_Leeds_2003
67,1.6669999999999998,-0.75,4.2,3.6,4.5,1.75,1.95,1.85,4.333,1.8,2.05,3.1,2.05,1.75,1.73,4.0,1.85,4.75,1.72,4.4,1.72,3.25,2.05,3.4,-0.75,-0.75,3.4,1.75,3.4,3.4,1.85,1.75,3.5,1.95,Man City,Tottenham,Man City_Tottenham_2003
68,1.615,-0.75,4.5,4.4,5.0,1.85,1.85,2.0,4.5,2.0,1.9,3.3,2.0,1.71,1.62,4.5,1.9,5.0,1.66,4.5,1.61,3.4,1.85,3.3,-0.75,-0.75,3.5,1.66,3.6,3.5,1.65,1.8,3.4,1.9,Fulham,Leicester,Fulham_Leicester_2003
69,2.4,0.0,2.62,2.6,2.5,1.79,1.9,1.925,2.5,1.85,1.975,3.1,1.9,2.5,2.63,2.25,1.9,2.38,2.6,2.6,2.5,3.2,2.0,3.4,0.0,0.0,3.25,2.37,3.3,3.25,2.3,1.9,3.2,1.9,Leeds,Blackburn,Leeds_Blackburn_2003
70,2.6,0.0,2.6,2.6,2.5,1.85,1.85,2.0,2.375,1.95,1.9,3.0,1.9,2.45,2.5,2.4,1.95,2.6,2.6,2.65,2.5,3.2,1.9,3.1,0.0,0.0,3.2,2.4,3.3,3.25,2.4,1.9,3.4,1.87,Liverpool,Arsenal,Liverpool_Arsenal_2003
71,1.3330000000000002,-1.5,9.0,7.0,9.5,1.65,2.1,1.925,9.0,1.9,1.975,4.0,2.05,1.31,1.29,8.0,1.9,8.5,1.28,9.0,1.3,4.5,1.95,4.5,-1.5,-1.5,3.75,1.28,4.5,4.5,1.35,1.75,4.5,1.9,Man United,Birmingham,Man United_Birmingham_2003
72,1.6669999999999998,-0.5,4.33,4.2,4.33,1.79,1.9,2.075,4.5,2.05,1.825,3.2,1.85,1.87,1.8,4.0,1.95,3.75,1.72,3.65,1.72,3.25,1.8,3.4,-0.5,-0.5,3.25,1.72,3.5,3.45,1.7,1.95,3.4,1.87,Newcastle,Southampton,Newcastle_Southampton_2003
73,2.2,-0.25,3.25,3.5,3.2,1.85,1.85,2.025,2.8,1.95,1.875,3.1,1.85,2.05,2.0,3.2,1.95,3.25,2.0,3.4,2.1,3.25,1.9,3.2,-0.25,-0.25,3.2,2.0,3.25,3.25,1.9,1.95,3.25,1.85,Portsmouth,Charlton,Portsmouth_Charlton_2003
74,2.1,-0.25,2.87,3.2,2.87,1.85,1.85,1.85,3.0,1.85,2.05,3.1,1.9,2.27,2.2,3.0,1.8,2.88,2.1,2.85,2.25,3.2,2.0,3.2,-0.25,-0.25,3.2,2.2,3.25,3.33,2.0,1.9,3.2,2.0,Tottenham,Everton,Tottenham_Everton_2003
75,3.75,0.5,2.0,2.0,2.0,1.75,1.95,2.05,1.8,1.95,1.85,3.1,2.0,3.5,3.5,1.83,2.0,1.91,3.6,2.0,3.25,3.25,1.9,3.3,0.5,0.5,3.25,3.25,3.5,3.25,3.2,1.8,3.25,1.8,Wolves,Man City,Wolves_Man City_2003
76,1.7269999999999999,-0.5,4.33,4.0,4.0,1.95,1.75,2.0,4.333,2.05,1.9,3.2,1.75,1.8,1.73,4.33,2.0,4.5,1.72,4.1,1.8,3.25,1.8,3.2,-0.5,-0.5,3.2,1.72,3.4,3.4,1.75,2.05,3.6,1.8,Aston Villa,Bolton,Aston Villa_Bolton_2003
77,4.5,0.5,1.72,1.75,1.72,1.75,1.95,2.1,1.6669999999999998,1.8,1.8,3.2,1.9,4.25,4.75,1.66,1.8,1.73,4.5,1.8,4.33,3.4,2.05,3.3,0.5,0.75,3.25,4.2,3.5,3.33,4.0,1.9,3.4,2.0,Middlesbrough,Chelsea,Middlesbrough_Chelsea_2003
78,4.0,0.5,1.8,1.8,1.72,1.81,1.92,1.85,1.7269999999999999,1.75,2.05,3.1,1.85,4.2,4.0,1.72,1.82,1.8,4.2,1.8,4.33,3.25,2.1,3.25,0.5,0.5,3.4,4.0,3.5,3.4,3.8,1.95,3.25,2.0,Birmingham,Chelsea,Birmingham_Chelsea_2003
79,2.0,-0.25,2.87,3.1,3.0,1.85,1.85,1.875,3.0,1.95,2.025,3.0,2.0,2.15,2.2,2.8,1.93,2.8,2.2,3.1,2.2,3.2,1.9,3.2,-0.25,-0.25,3.4,2.2,3.2,3.25,2.1,1.8,3.25,1.9,Arsenal,Chelsea,Arsenal_Chelsea_2003
80,1.571,-0.75,5.5,4.6,5.5,1.85,1.85,2.05,5.0,2.05,1.85,3.4,2.0,1.6,1.57,5.5,2.0,5.5,1.57,5.55,1.57,3.4,1.8,3.3,-0.75,-0.75,3.5,1.57,3.6,3.4,1.6,1.8,3.4,1.8,Fulham,Wolves,Fulham_Wolves_2003
81,4.5,0.75,1.61,1.65,1.61,1.71,2.0,1.8,1.6669999999999998,1.75,2.1,3.3,2.0,4.75,5.5,1.57,1.8,1.53,5.5,1.66,5.0,3.4,2.1,3.3,0.75,0.75,3.25,5.0,3.6,3.5,4.4,1.8,3.5,2.03,Leeds,Man United,Leeds_Man United_2003
82,1.6669999999999998,-0.75,4.5,3.8,5.0,1.75,1.95,2.0,4.5,1.9,1.9,3.1,1.95,1.65,1.7,4.5,1.9,4.5,1.66,4.95,1.66,3.25,1.95,3.3,-0.75,-0.75,3.25,1.7,3.4,3.4,1.8,1.85,3.25,1.9,Man City,Bolton,Man City_Bolton_2003
