,WHD,IWH,LBA,B365AH,SBH,SBA,SOA,LBAH,WHA,B365A,LBH,GBA,B365D,B365H,B365<2.5,LBAHA,WHH,SOH,SOD,LBAHH,B365>2.5,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
13,2.87,1.8,4.333,-0.5,1.83,4.33,4.33,-0.5,4.0,4.33,1.8,4.35,3.2,1.8,1.72,2.1,1.9,1.83,3.0,1.75,2.0,4.2,1.95,1.85,2.9,1.875,2.025,2.05,-0.5,1.65,2.9,3.0,3.0,1.85,Lecce,Ancona,Lecce_Ancona_2003
14,3.0,2.4,2.75,-0.5,2.5,2.6,2.62,0.0,2.7,2.75,2.375,2.85,3.1,2.4,1.66,2.1,2.37,2.5,3.0,1.75,2.1,2.8,2.05,2.5,3.0,1.875,2.025,2.0,0.0,1.71,2.8,3.0,2.85,1.77,Modena,Udinese,Modena_Udinese_2003
15,3.25,1.6,6.0,-0.75,1.66,5.0,5.0,-0.75,6.0,5.0,1.533,5.3,3.4,1.66,1.9,2.0,1.53,1.67,3.2,1.85,1.8,5.0,1.95,1.65,3.2,1.825,2.075,1.85,-0.75,1.85,3.2,3.25,3.25,1.85,Parma,Perugia,Parma_Perugia_2003
16,3.75,1.4,8.0,-1.25,1.4,7.5,7.5,-1.25,8.0,8.5,1.4,8.0,3.75,1.4,1.9,1.95,1.36,1.4,3.75,1.9,1.8,6.5,1.9,1.4,3.75,2.0,1.9,1.71,-1.25,2.0,3.7,3.5,3.8,1.9,Roma,Brescia,Roma_Brescia_2003
17,2.9,4.0,1.727,0.5,4.2,1.8,1.8,0.5,1.72,1.8,4.333,1.8,3.2,4.33,1.83,1.9,5.0,4.33,3.0,1.95,1.83,1.8,1.8,4.5,3.1,2.025,1.875,1.85,0.5,1.85,3.0,3.2,3.1,2.0,Siena,Inter,Siena_Inter_2003
18,2.87,2.2,3.2,-0.25,2.2,3.2,3.2,,3.3,3.2,2.1,3.2,3.0,2.2,1.72,,2.1,2.2,2.88,,2.0,3.1,1.8,2.2,2.87,2.025,1.875,2.05,-0.25,1.65,2.8,3.0,2.9,2.0,Ancona,Modena,Ancona_Modena_2003
19,2.75,2.0,3.4,-0.5,2.0,3.5,3.5,-0.5,3.5,3.5,2.0,3.65,3.0,2.1,1.72,1.8,2.1,2.0,3.0,2.05,2.0,3.4,2.05,2.0,3.0,2.1,1.8,2.05,-0.25,1.65,2.9,3.0,2.95,1.75,Siena,Empoli,Siena_Empoli_2003
20,2.87,2.1,3.2,-0.25,2.0,3.5,3.5,-0.25,3.6,3.5,2.1,3.35,3.0,2.1,1.72,2.0,2.0,2.0,3.0,1.85,2.0,3.3,1.95,2.1,3.0,1.9,2.0,1.85,-0.25,1.85,2.8,3.0,2.95,1.85,Bologna,Udinese,Bologna_Udinese_2003
21,3.0,1.9,4.0,-0.5,1.83,4.0,4.0,-0.5,4.0,4.0,1.833,3.75,3.1,1.9,1.8,1.9,1.83,1.83,3.1,1.95,1.9,3.8,1.9,1.95,3.1,2.1,1.8,2.0,-0.5,1.71,2.9,3.0,3.0,1.9,Brescia,Reggina,Brescia_Reggina_2003
22,4.0,1.35,9.0,-1.25,1.33,8.0,8.5,-1.25,8.0,7.5,1.364,7.6,4.0,1.4,1.9,2.0,1.33,1.33,4.0,1.85,1.8,7.0,1.7,1.4,4.2,1.9,2.0,1.65,-1.5,2.05,4.0,3.6,3.75,2.15,Inter,Sampdoria,Inter_Sampdoria_2003
23,,1.9,4.0,-0.5,1.8,4.2,4.2,-0.5,,4.0,1.8,4.0,3.1,1.9,1.8,1.9,,1.8,3.1,1.95,1.9,3.8,1.7,1.85,3.1,2.0,1.9,1.75,-0.75,1.95,2.9,3.2,3.1,2.15,Juventus,Roma,Juventus_Roma_2003
24,3.2,1.7,4.5,-0.5,1.72,4.5,4.5,-0.5,4.33,5.0,1.667,4.85,3.1,1.72,1.9,2.05,1.72,1.73,3.2,1.8,1.8,4.4,1.8,1.7,3.2,1.85,2.05,1.71,-0.75,2.0,3.1,3.25,3.15,2.0,Lazio,Parma,Lazio_Parma_2003
25,2.9,2.3,2.75,-0.25,2.4,2.75,2.75,-0.25,2.75,2.87,2.375,2.85,3.0,2.37,1.8,1.75,2.4,2.38,3.0,2.1,1.9,2.9,1.75,2.37,3.0,2.1,1.8,1.9,-0.25,1.79,2.8,3.0,2.95,2.05,Lecce,Chievo,Lecce_Chievo_2003
26,3.1,3.4,1.909,0.5,3.75,1.9,1.91,0.5,1.8,1.9,3.75,1.85,3.1,4.0,1.8,1.95,4.0,3.75,3.1,1.9,1.9,2.0,2.15,4.0,3.1,1.95,1.95,1.85,0.75,1.85,2.9,3.0,3.1,1.7,Perugia,Milan,Perugia_Milan_2003
27,3.1,4.0,1.727,0.5,4.5,1.72,1.67,0.5,1.72,1.72,4.333,1.75,3.2,4.5,1.83,1.8,4.5,4.5,3.5,2.05,1.83,1.75,1.75,4.5,3.2,2.05,1.85,1.75,0.5,1.95,3.2,3.2,3.15,2.08,Reggina,Juventus,Reggina_Juventus_2003
28,3.0,2.8,2.2,0.25,3.25,2.1,2.1,0.25,2.0,2.1,3.0,2.1,3.0,3.25,1.83,1.9,3.4,3.25,3.0,1.95,1.83,2.3,1.9,3.2,3.0,1.975,1.925,1.79,0.25,1.85,2.9,3.0,3.1,1.9,Udinese,Inter,Udinese_Inter_2003
29,3.1,1.8,4.5,-0.5,1.83,4.2,4.33,-0.5,4.0,4.33,1.667,4.5,3.0,1.8,1.9,2.1,1.8,1.8,3.0,1.75,1.8,4.0,1.55,1.8,3.0,1.85,2.05,1.71,-1.0,2.0,3.0,3.25,3.0,2.3,Chievo,Perugia,Chievo_Perugia_2003
30,3.1,4.2,1.8,0.5,4.5,1.8,1.8,0.75,1.72,1.72,4.0,1.7,3.2,4.5,1.9,2.0,4.5,4.5,3.0,1.85,1.8,1.7,2.0,4.75,3.0,2.1,1.8,1.71,0.75,2.0,3.2,3.2,3.2,1.8,Empoli,Lazio,Empoli_Lazio_2003
31,5.0,1.25,10.0,-1.5,1.22,10.0,10.0,-1.5,11.0,10.0,1.222,11.0,5.0,1.22,2.0,1.85,1.2,1.22,5.0,2.0,1.72,9.0,1.9,1.22,5.0,1.95,1.95,1.5,-1.5,2.35,4.5,5.0,5.0,1.9,Milan,Lecce,Milan_Lecce_2003
32,2.9,2.5,2.75,0.0,2.5,2.75,2.75,0.0,2.8,2.8,2.375,2.7,2.9,2.4,1.8,2.1,2.37,2.5,2.88,1.75,1.9,2.7,2.0,2.5,2.87,1.8,2.1,2.0,0.0,1.71,2.8,3.0,2.95,1.8,Modena,Bologna,Modena_Bologna_2003
33,3.5,1.45,7.0,-1.0,1.44,7.0,7.0,-1.0,7.0,6.5,1.4,6.75,3.4,1.5,1.9,2.0,1.44,1.44,3.5,1.85,1.8,5.4,1.9,1.51,3.6,1.925,1.975,1.65,-1.0,2.05,3.8,3.75,3.3,1.9,Parma,Siena,Parma_Siena_2003
34,5.5,1.2,11.0,-1.75,1.16,13.0,13.0,-2.0,12.0,13.0,1.2,13.0,5.5,1.16,2.1,1.95,1.16,1.17,5.5,1.9,1.66,10.0,2.0,1.2,5.5,1.775,2.125,1.4,-1.75,2.65,5.0,5.0,5.0,1.8,Roma,Ancona,Roma_Ancona_2003
35,3.0,1.9,3.75,-0.5,1.8,4.2,4.33,-0.75,4.0,4.33,1.833,4.6,3.0,1.8,1.8,1.8,1.83,1.8,3.0,2.05,1.9,3.6,2.03,1.77,3.1,1.8,2.1,1.95,-0.5,1.75,3.0,3.2,3.05,1.78,Sampdoria,Brescia,Sampdoria_Brescia_2003
36,3.0,3.0,2.375,0.25,3.0,2.3,2.3,0.25,2.37,2.25,2.8,2.25,3.0,3.0,1.72,1.95,2.7,3.0,2.88,1.9,2.0,2.2,1.9,3.1,2.87,1.95,1.95,2.0,0.25,1.71,2.9,2.875,3.0,1.9,Ancona,Udinese,Ancona_Udinese_2003
37,2.87,2.1,3.2,-0.25,2.1,3.4,3.4,-0.25,3.3,3.25,2.1,3.3,3.0,2.1,1.72,1.95,2.1,2.1,2.88,1.9,2.0,3.3,1.9,2.15,2.87,1.85,2.05,2.15,-0.25,1.6,2.8,3.0,3.0,1.9,Empoli,Modena,Empoli_Modena_2003
38,2.8,2.6,2.625,0.0,2.6,2.6,2.6,0.0,2.6,2.62,2.5,2.7,2.8,2.62,1.8,1.9,2.6,2.6,2.88,1.95,1.9,2.6,1.9,2.65,2.87,1.975,1.925,2.0,0.0,1.71,2.8,2.875,2.8,1.9,Inter,Milan,Inter_Milan_2003
39,4.2,1.3,9.0,-1.25,1.3,8.5,8.5,-1.5,8.5,9.0,1.364,9.0,4.33,1.3,2.0,1.8,1.3,1.3,4.33,2.05,1.72,8.5,2.0,1.35,4.33,1.8,2.1,1.85,-1.25,1.85,4.0,3.6,4.0,1.8,Juventus,Bologna,Juventus_Bologna_2003
40,3.3,1.7,4.5,-0.75,1.61,5.5,5.5,-0.75,5.5,5.5,1.667,5.0,3.2,1.61,2.0,1.85,1.57,1.62,3.2,2.0,1.72,4.4,1.8,1.71,3.2,1.95,1.95,1.65,-0.75,2.05,3.1,3.25,3.15,2.0,Lazio,Chievo,Lazio_Chievo_2003
41,2.87,2.1,3.4,-0.5,2.0,3.5,3.5,,3.1,3.25,2.0,3.4,3.0,2.1,1.8,,2.2,2.0,3.0,,1.9,3.3,1.95,2.1,3.0,2.125,1.775,2.0,-0.25,1.71,2.8,3.0,3.0,1.85,Lecce,Brescia,Lecce_Brescia_2003
42,3.1,1.65,4.333,-0.75,1.66,5.0,5.0,-0.75,5.0,5.5,1.727,5.0,3.2,1.61,1.9,1.95,1.66,1.67,3.2,1.9,1.8,4.6,1.95,1.71,3.2,1.85,2.05,1.85,-0.75,1.85,3.2,3.2,3.15,1.85,Parma,Sampdoria,Parma_Sampdoria_2003
43,2.87,1.85,4.0,-0.5,1.8,4.33,4.33,-0.5,4.0,4.0,1.833,4.35,2.9,1.9,1.8,2.0,1.9,1.8,3.0,1.85,1.9,3.8,1.95,1.85,3.0,1.9,2.0,1.95,-0.5,1.75,3.0,3.0,3.0,1.85,Perugia,Reggina,Perugia_Reggina_2003
44,3.0,3.6,1.833,0.5,4.33,1.75,1.73,0.5,1.8,1.8,4.0,1.85,3.0,4.33,1.83,1.9,4.2,4.33,3.25,1.95,1.83,1.85,1.85,4.0,3.2,1.95,1.95,1.75,0.5,1.95,3.1,3.0,3.2,1.95,Siena,Roma,Siena_Roma_2003
45,3.5,5.4,1.444,1.25,7.0,1.44,1.44,1.25,1.44,1.44,6.5,1.4,3.6,7.0,2.0,1.95,7.0,7.0,3.5,1.9,1.72,1.45,1.9,8.0,3.6,1.9,2.0,1.75,1.25,1.95,3.8,3.6,3.8,1.9,Ancona,Juventus,Ancona_Juventus_2003
46,2.87,3.3,2.0,0.25,3.75,2.0,2.0,0.25,2.0,2.1,3.4,2.0,3.0,3.25,1.83,1.8,3.6,3.75,2.88,2.05,1.83,2.0,2.0,3.85,2.87,2.1,1.8,1.95,0.5,1.75,3.0,3.0,3.0,1.8,Brescia,Inter,Brescia_Inter_2003
47,3.0,1.65,4.0,-0.5,1.8,4.0,4.0,-0.5,4.2,4.33,1.8,5.0,3.0,1.8,1.83,2.05,1.8,1.8,3.25,1.8,1.83,4.6,2.02,1.75,3.2,1.8,2.1,1.9,-0.5,1.79,3.2,3.2,3.15,1.75,Bologna,Perugia,Bologna_Perugia_2003
48,3.0,1.9,3.75,-0.5,1.85,4.2,4.33,-0.5,3.75,3.75,1.909,4.1,3.25,1.83,1.9,1.9,1.9,1.83,3.0,1.95,1.8,3.5,1.9,1.9,3.0,1.975,1.925,1.85,-0.5,1.85,3.1,3.0,3.0,1.9,Chievo,Sampdoria,Chievo_Sampdoria_2003
49,3.1,1.75,4.333,-0.5,1.83,4.2,4.0,-0.5,4.5,4.2,1.727,4.1,3.0,1.83,1.83,1.95,1.72,1.8,3.25,1.9,1.83,4.2,1.9,1.9,3.0,1.9,2.0,1.79,-0.5,1.9,3.1,3.2,3.0,1.9,Milan,Lazio,Milan_Lazio_2003
50,2.9,1.75,4.0,-0.5,1.8,4.33,4.33,-0.5,4.5,4.33,1.8,4.4,3.0,1.8,1.8,2.0,1.8,1.8,3.0,1.85,1.9,4.2,2.0,1.8,3.0,1.8,2.1,1.9,-0.5,1.79,3.1,3.2,3.15,1.8,Modena,Lecce,Modena_Lecce_2003
51,2.87,2.0,3.2,-0.25,2.1,3.4,3.5,-0.25,3.6,3.25,2.1,3.3,3.0,2.1,1.8,1.9,2.0,2.1,2.88,1.95,1.9,3.4,1.85,2.15,2.87,2.0,1.9,2.0,-0.25,1.71,2.9,3.0,3.0,1.95,Reggina,Siena,Reggina_Siena_2003
52,3.1,1.7,5.0,-0.75,1.66,5.0,5.0,-0.75,5.0,5.0,1.615,4.8,3.2,1.66,2.0,1.8,1.66,1.67,3.25,2.05,1.72,4.2,1.8,1.7,3.2,2.05,1.85,1.71,-0.75,2.0,3.2,3.25,3.25,2.0,Roma,Parma,Roma_Parma_2003
53,3.5,1.45,6.0,-1.0,1.5,6.5,6.5,-1.0,7.0,6.0,1.5,7.0,3.5,1.5,1.9,2.05,1.44,1.5,3.5,1.8,1.8,5.8,1.8,1.5,3.4,1.9,2.0,1.79,-1.25,1.9,3.6,3.4,3.55,2.0,Udinese,Empoli,Udinese_Empoli_2003
54,2.9,2.6,2.5,0.25,2.7,2.5,2.5,0.25,2.5,2.5,2.625,2.5,3.0,2.62,1.8,2.05,2.62,2.7,2.88,1.8,1.9,2.5,2.0,2.8,2.87,1.8,2.1,1.95,0.25,1.75,2.9,2.875,2.9,1.8,Empoli,Chievo,Empoli_Chievo_2003
55,3.0,1.7,4.333,-0.5,1.8,4.33,4.33,-0.5,4.0,4.2,1.727,4.7,3.1,1.8,1.8,2.1,1.83,1.8,3.0,1.75,1.9,4.6,2.0,1.8,3.0,1.8,2.1,2.0,-0.5,1.71,3.0,3.2,3.0,1.8,Siena,Lecce,Siena_Lecce_2003
56,3.0,2.0,2.8,0.0,2.25,3.1,3.1,0.0,2.8,3.0,2.375,2.95,2.87,2.3,1.83,2.1,2.3,2.25,2.88,1.75,1.83,3.4,1.75,2.35,2.87,1.8,2.1,1.75,-0.25,1.95,2.9,2.875,2.95,2.08,Inter,Roma,Inter_Roma_2003
57,4.33,1.3,10.0,-1.5,1.28,9.0,9.0,-1.5,11.0,9.0,1.25,10.0,4.5,1.28,2.1,1.8,1.25,1.29,4.33,2.05,1.66,8.5,1.75,1.28,4.33,2.1,1.8,1.65,-1.5,2.05,4.0,4.5,4.5,2.08,Juventus,Brescia,Juventus_Brescia_2003
58,3.75,1.45,7.0,-1.0,1.5,6.5,6.5,-1.0,7.0,7.0,1.444,6.6,3.6,1.44,2.0,1.85,1.4,1.5,3.4,2.0,1.72,6.0,1.8,1.5,3.4,2.05,1.85,1.75,-1.0,1.95,3.4,3.5,3.5,2.0,Lazio,Bologna,Lazio_Bologna_2003
59,3.4,1.6,5.5,-0.75,1.57,5.5,5.5,-0.75,6.0,6.0,1.571,6.0,3.4,1.53,1.83,2.05,1.5,1.57,3.4,1.8,1.83,4.8,2.0,1.57,3.4,1.8,2.1,1.79,-0.75,1.9,3.3,3.25,3.4,1.8,Parma,Modena,Parma_Modena_2003
60,3.0,2.3,3.0,-0.25,2.3,2.87,2.88,-0.25,2.8,3.0,2.25,3.1,2.87,2.3,1.72,1.75,2.3,2.3,3.0,2.1,2.0,2.9,1.8,2.3,3.0,2.1,1.8,2.0,-0.25,1.71,2.8,2.875,2.9,2.0,Perugia,Udinese,Perugia_Udinese_2003
61,3.1,1.6,6.0,-0.75,1.57,5.5,5.5,-0.75,5.5,5.5,1.533,6.0,3.4,1.57,1.9,2.0,1.61,1.57,3.4,1.85,1.8,4.8,,1.55,3.4,1.875,2.025,,,,3.3,3.25,3.4,,Reggina,Ancona,Reggina_Ancona_2003
62,2.87,3.4,2.1,0.25,3.75,1.9,1.91,0.25,2.0,2.0,3.2,2.0,3.0,3.5,1.8,1.8,3.6,3.75,3.1,2.05,1.9,2.0,2.0,3.75,3.1,2.1,1.8,1.9,0.5,1.79,2.9,3.0,3.0,1.8,Sampdoria,Milan,Sampdoria_Milan_2003
63,2.8,2.3,2.8,-0.25,2.25,3.1,3.1,-0.25,3.0,3.2,2.38,3.0,2.8,2.25,1.8,1.8,2.3,2.25,2.88,2.05,1.9,2.9,2.0,2.35,2.88,2.05,1.85,2.0,0.0,1.71,2.8,2.88,2.8,1.8,Milan,Juventus,Milan_Juventus_2003
64,2.87,2.7,2.38,0.0,2.7,2.5,2.5,0.0,2.4,2.5,2.75,2.55,3.0,2.62,1.8,1.9,2.8,2.7,2.88,1.95,1.9,2.4,1.85,2.75,2.88,2.0,1.9,1.85,0.0,1.85,2.9,3.0,2.8,1.95,Udinese,Lazio,Udinese_Lazio_2003
65,2.87,2.4,2.5,0.0,2.4,2.8,2.8,0.0,2.8,2.75,2.62,2.7,3.0,2.37,1.7,2.0,2.37,2.4,2.9,1.85,2.05,2.8,1.95,2.55,2.9,1.8,2.1,1.85,0.0,1.85,2.8,2.88,2.85,1.86,Ancona,Siena,Ancona_Siena_2003
66,2.8,2.1,3.2,-0.25,2.0,3.5,3.5,-0.25,3.4,3.5,2.1,3.5,3.0,2.0,1.83,2.1,2.1,2.0,3.0,1.75,1.83,3.5,2.05,2.1,3.0,1.775,2.125,1.85,-0.25,1.85,2.7,3.0,2.85,1.75,Bologna,Sampdoria,Bologna_Sampdoria_2003
67,2.9,2.8,2.62,0.0,2.75,2.4,2.4,0.0,2.5,2.37,2.5,2.55,3.0,2.75,1.83,1.85,2.62,2.75,3.0,2.0,1.83,2.4,1.85,2.75,3.0,2.0,1.9,1.85,0.0,1.85,2.8,2.88,2.8,1.95,Brescia,Parma,Brescia_Parma_2003
68,2.87,2.7,2.25,0.25,3.1,2.2,2.2,0.25,2.25,2.3,2.88,2.2,3.0,2.87,1.83,2.0,3.0,3.1,3.0,1.85,1.83,2.4,2.3,3.1,3.0,1.8,2.1,1.95,0.5,1.75,2.9,3.0,2.95,1.55,Chievo,Inter,Chievo_Inter_2003
69,3.0,1.75,5.0,-0.75,1.75,4.75,4.75,-0.75,4.2,5.0,1.73,5.1,2.9,1.72,1.9,1.9,1.8,1.75,3.0,1.95,1.8,4.4,1.85,1.65,3.0,2.05,1.85,1.75,-0.75,1.95,3.0,2.88,3.2,1.95,Lecce,Empoli,Lecce_Empoli_2003
70,2.87,1.85,3.4,-0.5,1.91,3.75,3.75,-0.5,3.6,3.8,2.0,3.8,3.0,1.9,1.72,1.9,2.0,1.91,3.1,1.95,2.0,4.0,1.85,2.0,3.1,2.05,1.85,2.0,-0.5,1.71,2.9,3.0,3.0,1.95,Modena,Perugia,Modena_Perugia_2003
71,4.5,1.25,10.0,-1.5,1.25,10.0,10.0,-1.5,12.0,12.0,1.25,10.0,5.0,1.2,2.1,2.0,1.22,1.25,4.75,1.85,1.66,10.0,1.95,1.25,4.75,1.9,2.0,1.55,-1.5,2.25,4.3,4.5,4.75,1.85,Roma,Reggina,Roma_Reggina_2003
72,2.87,2.0,3.6,-0.25,2.0,3.5,3.5,-0.25,3.3,3.5,2.0,3.7,3.0,2.0,1.83,1.95,2.1,2.0,3.0,1.9,1.83,3.6,1.9,2.0,3.0,1.9,2.0,1.95,-0.25,1.75,2.8,2.875,3.0,1.9,Brescia,Bologna,Brescia_Bologna_2003
73,3.6,1.5,7.0,-1.25,1.5,6.5,6.5,-1.25,6.5,6.5,1.444,7.0,3.4,1.5,1.9,1.9,1.44,1.5,3.4,1.95,1.8,5.4,1.85,1.45,3.4,2.075,1.825,1.75,-1.25,1.95,3.5,3.5,3.7,1.95,Sampdoria,Empoli,Sampdoria_Empoli_2003
74,6.0,1.2,13.0,-1.75,1.16,13.0,13.0,-1.75,12.0,13.0,1.167,14.0,6.0,1.14,2.1,1.95,1.14,1.17,5.5,1.9,1.66,11.0,1.9,1.18,5.5,1.85,2.05,1.65,-1.75,2.05,4.8,5.0,5.25,1.9,Inter,Ancona,Inter_Ancona_2003
75,4.33,1.33,9.0,-1.25,1.3,8.5,8.5,-1.25,8.5,8.0,1.286,8.82,4.2,1.33,1.95,1.95,1.28,1.3,4.33,1.9,1.75,7.5,1.9,1.32,4.33,1.975,1.925,1.75,-1.25,1.95,4.0,4.333,4.35,1.9,Juventus,Udinese,Juventus_Udinese_2003
76,2.8,2.8,2.25,0.25,3.0,2.3,2.38,0.25,2.2,2.25,3.0,2.2,3.0,3.0,1.8,1.9,3.2,2.88,2.88,1.95,1.9,2.3,1.9,3.15,2.87,1.85,2.05,1.95,0.25,1.75,2.9,2.875,3.05,1.9,Parma,Milan,Parma_Milan_2003
77,2.87,1.8,4.0,-0.5,1.83,4.2,4.33,-0.5,4.0,4.0,1.833,4.1,2.9,1.9,1.9,2.0,1.9,1.83,3.0,1.85,1.8,4.2,1.95,1.85,3.0,1.925,1.975,1.85,-0.5,1.85,2.9,3.0,3.15,1.85,Perugia,Lecce,Perugia_Lecce_2003
78,2.8,1.9,3.4,-0.25,2.0,3.5,3.5,-0.25,3.4,3.25,2.0,3.45,3.0,2.1,1.75,2.05,2.1,2.0,3.0,1.8,1.95,3.8,2.0,2.05,3.0,1.85,2.05,,-0.25,,2.9,3.0,3.0,1.8,Reggina,Modena,Reggina_Modena_2003
79,2.75,2.2,3.0,-0.25,2.25,3.1,3.0,-0.25,3.2,3.0,2.25,3.0,3.0,2.25,1.8,2.0,2.25,2.25,3.0,1.85,1.9,3.1,1.95,2.25,2.87,1.95,1.95,,-0.25,,2.8,2.875,3.1,1.85,Roma,Lazio,Roma_Lazio_2003
80,2.9,2.3,3.0,-0.25,2.3,3.0,3.0,-0.25,2.9,3.0,2.1,3.0,3.0,2.25,1.72,1.9,2.3,2.25,3.0,1.95,2.0,2.9,1.9,2.3,2.87,2.0,1.9,1.95,-0.25,1.75,2.8,3.2,3.0,1.9,Siena,Chievo,Siena_Chievo_2003
81,4.5,1.3,10.0,-1.5,1.3,10.0,10.0,-1.5,10.0,9.0,1.25,10.0,4.0,1.33,2.05,1.75,1.25,1.3,4.0,2.1,1.75,8.5,1.85,1.3,4.0,2.05,1.85,1.71,-1.5,2.0,4.0,4.5,4.25,1.95,Inter,Reggina,Inter_Reggina_2003
82,3.1,4.2,1.62,0.75,4.33,1.73,1.73,0.75,1.72,1.66,5.0,1.65,3.2,5.0,1.9,1.9,4.5,4.33,3.25,1.95,1.9,1.7,1.9,5.15,3.25,1.925,1.975,1.95,0.75,1.75,3.2,3.25,3.3,1.9,Modena,Juventus,Modena_Juventus_2003
83,2.8,2.5,2.5,0.0,2.5,2.7,2.7,0.0,2.75,2.62,2.62,2.48,3.0,2.5,1.85,1.95,2.5,2.5,2.88,1.9,1.95,2.7,1.9,2.8,2.88,1.925,1.975,1.95,0.0,1.75,2.8,2.88,2.9,1.9,Ancona,Brescia,Ancona_Brescia_2003
